INDICATOR_CODE,DIAGNOSIS_GROUP_NUMBER,DIAGNOSIS_GROUP_DESCRIPTION,PROVIDER_CODE,PROVIDER_NAME,SPELLS,OBSERVED,EXPECTED
I00699,89,Intestinal obstruction without hernia,RWJ,STOCKPORT NHS FOUNDATION TRUST,212,24,17.3653
I00699,89,Intestinal obstruction without hernia,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,279,23,26.3073
I00699,89,Intestinal obstruction without hernia,RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,120,9,10.1669
I00699,89,Intestinal obstruction without hernia,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,229,34,23.3225
I00699,89,Intestinal obstruction without hernia,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,195,22,19.2122
I00699,89,Intestinal obstruction without hernia,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,150,13,11.3921
I00699,89,Intestinal obstruction without hernia,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,289,21,18.0735
I00699,89,Intestinal obstruction without hernia,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,169,21,17.3521
I00699,89,Intestinal obstruction without hernia,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",181,16,14.9954
I00699,89,Intestinal obstruction without hernia,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,127,13,10.6867
I00699,89,Intestinal obstruction without hernia,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,249,27,22.095
I00699,89,Intestinal obstruction without hernia,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,221,25,24.2806
I00699,89,Intestinal obstruction without hernia,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,193,18,18.8231
I00699,89,Intestinal obstruction without hernia,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,367,42,34.6924
I00699,89,Intestinal obstruction without hernia,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,172,13,11.2699
I00699,89,Intestinal obstruction without hernia,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,369,23,27.494
I00699,89,Intestinal obstruction without hernia,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,648,69,58.7588
I00699,89,Intestinal obstruction without hernia,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,286,17,21.5513
I00699,89,Intestinal obstruction without hernia,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,322,36,30.8905
I00699,89,Intestinal obstruction without hernia,RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,575,45,55.675
I00699,89,Intestinal obstruction without hernia,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,597,50,47.9824
I00699,89,Intestinal obstruction without hernia,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,227,18,20.4133
I00699,89,Intestinal obstruction without hernia,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,508,52,44.5986
I00699,89,Intestinal obstruction without hernia,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,351,23,25.7319
I00699,89,Intestinal obstruction without hernia,RBK,WALSALL HEALTHCARE NHS TRUST,144,13,13.1351
I00699,89,Intestinal obstruction without hernia,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,143,19,13.0146
I00699,89,Intestinal obstruction without hernia,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,203,14,16.5937
I00699,89,Intestinal obstruction without hernia,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,164,10,14.2642
I00699,89,Intestinal obstruction without hernia,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,321,36,32.6876
I00699,89,Intestinal obstruction without hernia,RA3,WESTON AREA HEALTH NHS TRUST,110,10,11.1244
I00699,89,Intestinal obstruction without hernia,RKE,WHITTINGTON HEALTH NHS TRUST,156,9,13.317
I00699,89,Intestinal obstruction without hernia,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,201,16,17.7602
I00699,89,Intestinal obstruction without hernia,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,292,24,24.7494
I00699,89,Intestinal obstruction without hernia,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",128,9,9.8261
I00699,89,Intestinal obstruction without hernia,RLQ,WYE VALLEY NHS TRUST,152,20,17.528
I00699,89,Intestinal obstruction without hernia,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,152,15,13.9539
I00699,89,Intestinal obstruction without hernia,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,277,18,29.2077
I00699,90,"Digestive, anal and rectal conditions",REM,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,511,7,5.5399
I00699,90,"Digestive, anal and rectal conditions",RCF,AIREDALE NHS FOUNDATION TRUST,278,*,3.5668
I00699,90,"Digestive, anal and rectal conditions",RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,476,*,5.5184
I00699,90,"Digestive, anal and rectal conditions",RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",729,13,10.5243
I00699,90,"Digestive, anal and rectal conditions",RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,335,*,5.0601
I00699,90,"Digestive, anal and rectal conditions",R1H,BARTS HEALTH NHS TRUST,973,*,6.7378
I00699,90,"Digestive, anal and rectal conditions",RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,414,*,6.4637
I00699,90,"Digestive, anal and rectal conditions",RC1,BEDFORD HOSPITAL NHS TRUST,237,7,3.895
I00699,90,"Digestive, anal and rectal conditions",RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,256,*,5.7929
I00699,90,"Digestive, anal and rectal conditions",RMC,BOLTON NHS FOUNDATION TRUST,319,8,5.9156
I00699,90,"Digestive, anal and rectal conditions",RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,591,7,6.2851
I00699,90,"Digestive, anal and rectal conditions",RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,400,9,7.0388
I00699,90,"Digestive, anal and rectal conditions",RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,419,*,4.8158
I00699,90,"Digestive, anal and rectal conditions",RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,496,6,7.4545
I00699,90,"Digestive, anal and rectal conditions",RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,504,9,8.6759
I00699,90,"Digestive, anal and rectal conditions",RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,545,*,5.2868
I00699,90,"Digestive, anal and rectal conditions",RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,362,*,5.4363
I00699,90,"Digestive, anal and rectal conditions",RLN,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,323,*,4.0764
I00699,90,"Digestive, anal and rectal conditions",RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,291,7,4.2777
I00699,90,"Digestive, anal and rectal conditions",RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,645,9,8.4995
I00699,90,"Digestive, anal and rectal conditions",RJ6,CROYDON HEALTH SERVICES NHS TRUST,298,0,2.5018
I00699,90,"Digestive, anal and rectal conditions",RN7,DARTFORD AND GRAVESHAM NHS TRUST,497,*,4.5346
I00699,90,"Digestive, anal and rectal conditions",RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,476,*,6.5014
I00699,90,"Digestive, anal and rectal conditions",RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,233,*,3.0845
I00699,90,"Digestive, anal and rectal conditions",RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,486,*,6.801
I00699,90,"Digestive, anal and rectal conditions",RJN,EAST CHESHIRE NHS TRUST,204,6,4.2037
I00699,90,"Digestive, anal and rectal conditions",RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,712,12,12.3719
I00699,90,"Digestive, anal and rectal conditions",RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,438,7,7.3429
I00699,90,"Digestive, anal and rectal conditions",RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,766,18,12.1773
I00699,90,"Digestive, anal and rectal conditions",RXC,EAST SUSSEX HEALTHCARE NHS TRUST,420,9,7.5845
I00699,90,"Digestive, anal and rectal conditions",RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,402,*,5.7239
I00699,90,"Digestive, anal and rectal conditions",RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,924,15,12.4219
I00699,90,"Digestive, anal and rectal conditions",RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,316,*,3.5045
I00699,90,"Digestive, anal and rectal conditions",RLT,GEORGE ELIOT HOSPITAL NHS TRUST,211,*,2.8866
I00699,90,"Digestive, anal and rectal conditions",RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,753,8,10.8732
I00699,90,"Digestive, anal and rectal conditions",RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,579,7,6.7921
I00699,90,"Digestive, anal and rectal conditions",RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,628,*,4.9112
I00699,90,"Digestive, anal and rectal conditions",RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,592,7,7.6173
I00699,90,"Digestive, anal and rectal conditions",RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,233,*,3.6916
I00699,90,"Digestive, anal and rectal conditions",RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,248,*,1.6343
I00699,90,"Digestive, anal and rectal conditions",RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,695,14,9.106
I00699,90,"Digestive, anal and rectal conditions",RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,492,*,5.2105
I00699,90,"Digestive, anal and rectal conditions",R1F,ISLE OF WIGHT NHS TRUST,127,0,2.3245
I00699,90,"Digestive, anal and rectal conditions",RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,258,*,4.165
I00699,90,"Digestive, anal and rectal conditions",RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,333,*,4.7442
I00699,90,"Digestive, anal and rectal conditions",RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,836,13,9.4642
I00699,90,"Digestive, anal and rectal conditions",RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,335,*,4.3372
I00699,90,"Digestive, anal and rectal conditions",RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,362,7,6.036
I00699,90,"Digestive, anal and rectal conditions",RR8,LEEDS TEACHING HOSPITALS NHS TRUST,792,12,8.9208
I00699,90,"Digestive, anal and rectal conditions",RJ2,LEWISHAM AND GREENWICH NHS TRUST,617,9,6.6414
I00699,90,"Digestive, anal and rectal conditions",R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,939,9,9.3298
I00699,90,"Digestive, anal and rectal conditions",RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,389,*,3.6243
I00699,90,"Digestive, anal and rectal conditions",RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,584,*,8.1424
I00699,90,"Digestive, anal and rectal conditions",R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,1142,6,10.0582
I00699,90,"Digestive, anal and rectal conditions",RPA,MEDWAY NHS FOUNDATION TRUST,492,10,7.839
I00699,90,"Digestive, anal and rectal conditions",RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,353,6,5.526
I00699,90,"Digestive, anal and rectal conditions",RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,397,*,4.4534
I00699,90,"Digestive, anal and rectal conditions",RXF,MID YORKSHIRE HOSPITALS NHS TRUST,713,8,8.9121
I00699,90,"Digestive, anal and rectal conditions",RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,333,*,4.4441
I00699,90,"Digestive, anal and rectal conditions",RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,553,17,8.9929
I00699,90,"Digestive, anal and rectal conditions",RVJ,NORTH BRISTOL NHS TRUST,635,6,9.044
I00699,90,"Digestive, anal and rectal conditions",RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,421,7,6.0155
I00699,90,"Digestive, anal and rectal conditions",RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,429,*,5.9202
I00699,90,"Digestive, anal and rectal conditions",RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,360,*,5.5628
I00699,90,"Digestive, anal and rectal conditions",RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,482,7,7.4486
I00699,90,"Digestive, anal and rectal conditions",RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,373,*,5.372
I00699,90,"Digestive, anal and rectal conditions",RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,204,*,3.6509
I00699,90,"Digestive, anal and rectal conditions",RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,534,8,9.0848
I00699,90,"Digestive, anal and rectal conditions",RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,519,15,11.6219
I00699,90,"Digestive, anal and rectal conditions",RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,778,14,8.737
I00699,90,"Digestive, anal and rectal conditions",RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,774,6,8.841
I00699,90,"Digestive, anal and rectal conditions",RW6,PENNINE ACUTE HOSPITALS NHS TRUST,928,13,12.5685
I00699,90,"Digestive, anal and rectal conditions",RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,302,*,7.0276
I00699,90,"Digestive, anal and rectal conditions",RHU,PORTSMOUTH HOSPITALS NHS TRUST,556,12,8.1601
I00699,90,"Digestive, anal and rectal conditions",RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,392,*,4.2315
I00699,90,"Digestive, anal and rectal conditions",REF,ROYAL CORNWALL HOSPITALS NHS TRUST,486,10,8.2548
I00699,90,"Digestive, anal and rectal conditions",RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,445,*,5.335
I00699,90,"Digestive, anal and rectal conditions",RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,666,9,9.4633
I00699,90,"Digestive, anal and rectal conditions",RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,356,6,4.6791
I00699,90,"Digestive, anal and rectal conditions",RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,336,*,6.1709
I00699,90,"Digestive, anal and rectal conditions",RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,420,7,6.6747
I00699,90,"Digestive, anal and rectal conditions",RM3,SALFORD ROYAL NHS FOUNDATION TRUST,376,*,4.051
I00699,90,"Digestive, anal and rectal conditions",RNZ,SALISBURY NHS FOUNDATION TRUST,226,9,3.6119
I00699,90,"Digestive, anal and rectal conditions",RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,568,6,6.2714
I00699,90,"Digestive, anal and rectal conditions",RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,854,9,9.81
I00699,90,"Digestive, anal and rectal conditions",RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,396,6,6.493
I00699,90,"Digestive, anal and rectal conditions",RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,590,8,9.2334
I00699,90,"Digestive, anal and rectal conditions",RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,469,*,6.8979
I00699,90,"Digestive, anal and rectal conditions",RE9,SOUTH TYNESIDE NHS FOUNDATION TRUST,176,*,2.4254
I00699,90,"Digestive, anal and rectal conditions",RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,257,*,3.8047
I00699,90,"Digestive, anal and rectal conditions",RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,502,8,7.1818
I00699,90,"Digestive, anal and rectal conditions",RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,250,*,3.9093
I00699,90,"Digestive, anal and rectal conditions",RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,503,6,3.879
I00699,90,"Digestive, anal and rectal conditions",RBN,ST HELENS AND KNOWSLEY HOSPITAL SERVICES NHS TRUST,536,*,5.6318
I00699,90,"Digestive, anal and rectal conditions",RWJ,STOCKPORT NHS FOUNDATION TRUST,470,10,5.9425
I00699,90,"Digestive, anal and rectal conditions",RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,431,9,7.1502
I00699,90,"Digestive, anal and rectal conditions",RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,243,0,4.3295
I00699,90,"Digestive, anal and rectal conditions",RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,469,*,6.1274
I00699,90,"Digestive, anal and rectal conditions",RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,416,7,7.2886
I00699,90,"Digestive, anal and rectal conditions",RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,332,*,2.3297
I00699,90,"Digestive, anal and rectal conditions",RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,456,7,4.6331
I00699,90,"Digestive, anal and rectal conditions",RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,415,8,5.4331
I00699,90,"Digestive, anal and rectal conditions",RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",400,11,5.7089
I00699,90,"Digestive, anal and rectal conditions",RFR,THE ROTHERHAM NHS FOUNDATION TRUST,266,*,3.0233
I00699,90,"Digestive, anal and rectal conditions",RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,524,10,9.015
I00699,90,"Digestive, anal and rectal conditions",RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,446,*,6.4477
I00699,90,"Digestive, anal and rectal conditions",RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,405,*,6.5787
I00699,90,"Digestive, anal and rectal conditions",RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,667,14,10.179
I00699,90,"Digestive, anal and rectal conditions",RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,331,*,2.5017
I00699,90,"Digestive, anal and rectal conditions",RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,631,*,10.3442
I00699,90,"Digestive, anal and rectal conditions",RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,1566,16,16.3185
I00699,90,"Digestive, anal and rectal conditions",RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,433,*,4.4464
I00699,90,"Digestive, anal and rectal conditions",RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,526,8,6.067
I00699,90,"Digestive, anal and rectal conditions",RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,980,12,14.1198
I00699,90,"Digestive, anal and rectal conditions",RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,1134,9,14.556
I00699,90,"Digestive, anal and rectal conditions",RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,431,8,6.7772
I00699,90,"Digestive, anal and rectal conditions",RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,841,13,11.1192
I00699,90,"Digestive, anal and rectal conditions",RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,534,7,6.347
I00699,90,"Digestive, anal and rectal conditions",RBK,WALSALL HEALTHCARE NHS TRUST,294,*,4.728
I00699,90,"Digestive, anal and rectal conditions",RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,336,*,3.2117
I00699,90,"Digestive, anal and rectal conditions",RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,473,11,8.2649
I00699,90,"Digestive, anal and rectal conditions",RGR,WEST SUFFOLK NHS FOUNDATION TRUST,309,*,4.7854
I00699,90,"Digestive, anal and rectal conditions",RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,743,16,11.5632
I00699,90,"Digestive, anal and rectal conditions",RA3,WESTON AREA HEALTH NHS TRUST,204,*,3.1527
I00699,90,"Digestive, anal and rectal conditions",RKE,WHITTINGTON HEALTH NHS TRUST,265,*,2.7973
I00699,90,"Digestive, anal and rectal conditions",RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,555,8,7.5729
I00699,90,"Digestive, anal and rectal conditions",RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,572,10,7.5961
I00699,90,"Digestive, anal and rectal conditions",RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",320,8,4.7122
I00699,90,"Digestive, anal and rectal conditions",RLQ,WYE VALLEY NHS TRUST,239,*,3.2368
I00699,90,"Digestive, anal and rectal conditions",RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,236,*,2.9923
I00699,90,"Digestive, anal and rectal conditions",RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,559,6,7.2443
I00699,91,"Appendiceal conditions, Peritonitis & intestinal abscess",REM,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,252,*,2.7804
I00699,91,"Appendiceal conditions, Peritonitis & intestinal abscess",RCF,AIREDALE NHS FOUNDATION TRUST,229,*,2.3806
I00699,91,"Appendiceal conditions, Peritonitis & intestinal abscess",RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,333,0,2.0475
I00699,91,"Appendiceal conditions, Peritonitis & intestinal abscess",RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",551,8,5.6986
I00699,91,"Appendiceal conditions, Peritonitis & intestinal abscess",RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,224,*,2.4828
I00699,91,"Appendiceal conditions, Peritonitis & intestinal abscess",R1H,BARTS HEALTH NHS TRUST,990,11,8.4916
I00699,91,"Appendiceal conditions, Peritonitis & intestinal abscess",RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,401,*,4.6564
I00699,91,"Appendiceal conditions, Peritonitis & intestinal abscess",RC1,BEDFORD HOSPITAL NHS TRUST,189,*,2.0377
I00699,91,"Appendiceal conditions, Peritonitis & intestinal abscess",RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,265,*,4.5092
I00699,91,"Appendiceal conditions, Peritonitis & intestinal abscess",RMC,BOLTON NHS FOUNDATION TRUST,307,*,3.7443
I00699,91,"Appendiceal conditions, Peritonitis & intestinal abscess",RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,415,*,3.8862
I00699,91,"Appendiceal conditions, Peritonitis & intestinal abscess",RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,446,*,3.7664
I00699,91,"Appendiceal conditions, Peritonitis & intestinal abscess",RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,412,*,4.0973
I00699,91,"Appendiceal conditions, Peritonitis & intestinal abscess",RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,377,*,3.9255
I00699,91,"Appendiceal conditions, Peritonitis & intestinal abscess",RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,456,*,6.9758
I00699,91,"Appendiceal conditions, Peritonitis & intestinal abscess",RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,642,6,4.0177
I00699,91,"Appendiceal conditions, Peritonitis & intestinal abscess",RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,238,*,3.1819
I00699,91,"Appendiceal conditions, Peritonitis & intestinal abscess",RLN,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,274,*,4.0264
I00699,91,"Appendiceal conditions, Peritonitis & intestinal abscess",RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,236,*,4.407
I00699,91,"Appendiceal conditions, Peritonitis & intestinal abscess",RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,500,6,5.9026
I00699,91,"Appendiceal conditions, Peritonitis & intestinal abscess",RJ6,CROYDON HEALTH SERVICES NHS TRUST,256,*,2.6602
I00699,91,"Appendiceal conditions, Peritonitis & intestinal abscess",RN7,DARTFORD AND GRAVESHAM NHS TRUST,383,7,4.1013
I00699,91,"Appendiceal conditions, Peritonitis & intestinal abscess",RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,379,10,4.5514
I00699,91,"Appendiceal conditions, Peritonitis & intestinal abscess",RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,221,0,2.2741
I00699,91,"Appendiceal conditions, Peritonitis & intestinal abscess",RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,424,*,3.6067
I00699,91,"Appendiceal conditions, Peritonitis & intestinal abscess",RJN,EAST CHESHIRE NHS TRUST,179,*,1.7261
I00699,91,"Appendiceal conditions, Peritonitis & intestinal abscess",RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,655,7,9.6879
I00699,91,"Appendiceal conditions, Peritonitis & intestinal abscess",RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,396,*,4.1085
I00699,91,"Appendiceal conditions, Peritonitis & intestinal abscess",RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,714,*,7.2347
I00699,91,"Appendiceal conditions, Peritonitis & intestinal abscess",RXC,EAST SUSSEX HEALTHCARE NHS TRUST,314,*,5.1036
I00699,91,"Appendiceal conditions, Peritonitis & intestinal abscess",RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,341,*,3.4782
I00699,91,"Appendiceal conditions, Peritonitis & intestinal abscess",RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,864,12,8.1692
I00699,91,"Appendiceal conditions, Peritonitis & intestinal abscess",RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,214,6,5.2509
I00699,91,"Appendiceal conditions, Peritonitis & intestinal abscess",RLT,GEORGE ELIOT HOSPITAL NHS TRUST,150,*,2.8307
I00699,91,"Appendiceal conditions, Peritonitis & intestinal abscess",RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,508,8,7.3268
I00699,91,"Appendiceal conditions, Peritonitis & intestinal abscess",RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,346,*,3.3556
